mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,28.64,38.0,0.0,89.75,0,1,0,0,1,1,2,1,0,4,1,3,2,2,1,1,0,0,0,1,0,2
1,1632.67,63.0,0.0,3.04,0,1,1,2,2,2,0,4,2,5,1,0,2,5,1,0,1,2,1,1,0,1
0,57.4,22.0,1.0,103.52,0,1,0,0,2,2,0,2,2,1,0,3,3,0,2,6,2,1,1,1,1,0
0,92.72,41.0,0.0,110.74,0,3,3,0,3,0,2,1,1,3,0,1,1,1,0,4,2,2,0,1,2,1
0,94.93,36.0,0.0,194.8,0,0,0,0,1,1,0,2,0,2,0,1,5,2,1,4,1,2,1,1,1,3
0,439.17,34.0,0.0,484.86,0,0,0,1,1,0,0,2,1,2,1,1,1,1,0,3,1,1,0,1,0,1
1,1403.95,35.0,0.0,143.79,0,0,1,1,2,2,3,0,0,1,1,1,3,1,1,5,1,2,1,1,1,2
1,2083.32,29.0,0.0,146.43,0,1,0,4,3,2,1,1,4,1,1,2,3,0,2,1,3,1,4,0,2,2
1,889.02,44.0,0.0,126.75,0,0,2,1,0,1,1,0,1,3,0,2,2,0,1,1,1,2,0,2,0,1
1,949.21,50.0,2.0,7.67,0,0,1,1,0,2,0,0,1,1,1,1,3,1,1,3,1,1,2,0,0,2
0,51.56,31.0,2.0,27.6,0,3,3,2,2,1,2,1,1,2,2,0,3,3,1,0,1,1,0,0,2,4
1,1556.85,40.0,0.0,56.95,0,1,2,0,1,1,3,2,0,1,0,1,1,2,2,1,4,3,2,0,1,1
1,1770.82,65.0,1.0,68.86,0,1,2,2,3,0,2,3,1,6,2,1,1,1,0,1,0,2,1,0,2,1
0,111.59,44.0,0.0,94.69,0,0,1,2,1,3,1,5,2,4,0,0,3,0,0,4,0,0,2,0,0,3
1,2909.97,28.0,0.0,4305.74,0,3,0,0,3,2,0,2,0,5,1,1,2,2,0,2,0,3,2,0,4,0
0,46.54,60.0,0.0,16.87,0,0,0,0,0,0,2,0,1,4,1,3,0,0,0,3,2,4,0,1,0,3
1,1475.86,30.0,2.0,170.47,0,0,1,2,0,3,0,2,1,7,1,2,4,0,1,0,1,2,0,1,2,2
0,16.04,23.0,1.0,8.55,0,0,1,1,0,2,0,2,1,5,0,1,5,2,3,1,0,3,0,0,0,3
0,14.73,29.0,1.0,238.38,0,3,0,1,2,2,1,1,2,1,2,1,2,1,0,1,2,2,0,0,1,2
1,720.63,22.0,1.0,163.99,1,1,1,0,0,0,1,1,1,2,0,1,0,0,0,1,0,1,1,0,0,1
0,441.45,42.0,0.0,221.16,0,1,0,1,1,0,0,3,0,3,1,4,2,1,0,2,0,3,2,3,1,1
1,1408.62,45.0,0.0,283.38,0,4,0,0,0,1,3,1,0,1,2,3,1,3,1,0,0,2,0,0,4,0
0,4.48,40.0,0.0,12.27,0,0,0,0,1,2,2,4,3,3,0,1,2,0,0,0,1,2,1,2,1,1
1,2016.8,53.0,0.0,4.01,0,0,3,4,1,0,0,0,2,2,3,0,3,3,2,1,1,2,2,0,1,5
1,1943.64,45.0,0.0,42.28,0,0,0,2,4,0,2,5,1,7,0,1,1,0,3,1,3,5,0,3,0,1
0,32.89,40.0,0.0,151.02,0,2,1,0,1,0,2,3,0,6,2,2,1,2,1,4,1,2,2,1,1,0
0,57.22,22.0,0.0,220.95,0,2,0,2,2,0,0,3,0,0,1,0,1,0,0,0,0,1,1,1,0,1
0,137.47,34.0,0.0,85.13,0,0,3,0,1,0,1,0,1,4,0,0,2,1,1,2,0,1,1,2,3,2
1,1518.42,26.0,1.0,25.85,0,2,0,0,0,1,1,4,1,5,0,2,1,3,3,0,1,4,2,0,0,3
0,34.07,43.0,0.0,60.07,0,2,0,3,0,0,0,0,2,2,0,1,2,1,1,1,1,1,2,1,1,1
0,6.55,47.0,0.0,107.93,0,1,2,0,1,1,1,0,0,2,1,0,0,2,1,0,1,3,1,0,0,0
0,25.31,22.0,2.0,92.75,0,1,1,0,1,3,2,2,2,3,0,1,1,1,1,0,1,1,1,0,0,4
1,1930.73,45.0,0.0,317.81,0,1,0,1,1,0,1,1,1,4,0,3,3,1,0,4,1,1,0,1,2,1
1,1137.2,24.0,0.0,19.21,0,1,1,1,0,0,0,2,2,3,1,2,0,1,1,2,1,2,1,1,0,2
1,1428.92,48.0,0.0,19.92,0,0,3,0,1,0,1,2,0,3,3,2,2,0,2,1,0,2,1,2,2,2
0,70.6,21.0,1.0,5.44,0,1,0,0,0,2,1,4,1,2,0,1,3,0,0,1,0,0,0,1,1,3
1,1547.32,40.0,0.0,300.27,0,0,0,0,0,0,1,6,2,6,0,1,2,3,0,2,1,2,0,0,0,4
1,476.35,33.0,0.0,171.5,0,0,0,0,0,0,1,2,0,2,0,1,4,0,1,1,0,0,0,0,0,0
1,1149.06,22.0,0.0,16.0,1,0,1,4,0,1,1,1,0,1,2,1,3,2,1,0,0,1,1,1,1,1
0,8.71,26.0,1.0,37.44,0,1,1,0,1,0,4,2,0,4,2,1,2,1,0,0,1,0,0,1,1,0
1,1789.21,46.0,0.0,279.58,0,0,0,1,0,1,1,2,3,4,1,2,1,2,1,0,3,3,0,1,1,4
1,1303.07,30.0,1.0,30.77,0,2,2,0,0,2,1,0,1,2,3,1,0,0,1,0,2,7,0,1,2,1
0,9.05,52.0,0.0,141.7,0,2,0,2,1,1,2,2,0,2,4,3,1,1,1,0,2,1,0,0,2,0
1,1772.87,24.0,0.0,106.06,0,0,2,1,1,2,0,5,1,4,1,0,1,0,0,1,2,4,3,3,0,3
1,1686.71,46.0,0.0,6.8,1,0,2,0,2,0,0,5,1,3,2,1,1,1,4,1,1,2,2,2,2,0
0,1.53,41.0,0.0,13.53,0,1,0,2,0,0,4,0,1,5,3,0,1,1,0,1,1,4,1,0,3,2
0,21.06,19.0,1.0,44.72,0,1,0,0,3,2,1,2,3,2,1,0,1,1,0,1,0,1,3,0,1,1
1,967.89,51.0,0.0,206.82,0,3,1,0,0,0,0,3,1,2,0,0,2,0,1,3,0,1,4,2,0,0
0,56.1,35.0,0.0,170.66,0,0,1,2,0,0,3,2,3,2,0,1,2,1,3,1,2,3,2,1,1,3
0,8.03,32.0,0.0,37.6,0,2,0,1,1,3,2,2,1,3,1,1,2,1,0,2,0,2,3,0,0,2
1,1996.49,36.0,1.0,93.7,0,2,1,1,1,0,0,1,1,4,2,0,2,1,1,2,0,3,3,1,1,5
1,1246.26,20.0,2.0,83.1,0,0,1,0,0,1,2,3,1,2,0,2,1,1,0,3,2,1,3,0,0,1
0,44.86,55.0,0.0,229.99,0,2,2,2,0,2,1,2,0,4,0,0,2,2,0,2,3,3,1,1,2,3
0,387.81,25.0,0.0,394.3,0,1,1,2,1,1,0,2,0,1,1,1,0,4,0,2,0,4,1,0,1,2
0,23.26,34.0,1.0,5.97,1,0,2,1,1,1,2,2,2,2,1,1,0,2,2,0,2,2,0,1,1,2
1,1874.08,22.0,0.0,62.16,0,3,4,2,2,2,0,3,0,6,1,1,1,1,0,1,0,2,1,1,2,3
0,69.45,57.0,0.0,29.59,1,2,1,0,2,0,1,0,1,2,1,0,3,1,0,2,1,3,0,2,2,2
0,54.55,22.0,0.0,26.8,0,0,0,1,0,2,2,4,0,3,0,0,2,0,5,1,0,0,0,1,1,0
0,15.61,36.0,0.0,68.15,0,0,0,2,0,0,1,2,0,1,2,1,1,1,0,0,0,3,2,0,1,1
0,15.51,28.0,0.0,20.21,0,0,1,1,1,2,0,1,0,1,1,2,2,0,0,4,1,3,2,1,2,3
0,31.28,43.0,0.0,630.99,0,2,2,0,1,0,0,2,1,3,1,0,2,0,0,4,0,0,2,1,1,5
0,69.84,56.0,0.0,216.9,0,1,1,0,1,0,0,2,5,2,1,0,3,1,1,2,1,2,1,1,0,2
1,977.2,70.0,0.0,11.89,0,0,0,0,0,0,1,4,2,5,0,1,0,0,2,1,0,4,0,3,0,1
1,1757.1,19.0,0.0,1.95,0,1,0,2,1,1,3,1,0,4,0,1,0,2,1,1,2,3,1,0,1,6
0,176.8,27.0,0.0,112.45,0,0,1,1,1,2,1,0,1,2,0,2,4,0,0,2,1,4,2,0,3,2
0,89.46,63.0,1.0,0.57,0,2,2,1,1,1,0,1,2,3,0,1,4,1,2,3,1,4,0,1,0,2
0,19.53,21.0,0.0,337.38,1,1,0,1,2,0,2,2,0,6,1,1,1,1,1,0,1,1,1,1,2,4
1,1307.36,36.0,0.0,107.51,0,1,0,0,1,2,1,4,2,3,2,0,2,2,1,0,0,3,0,1,0,1
0,0.69,40.0,2.0,125.43,0,1,0,0,0,1,1,1,1,6,1,0,1,4,1,2,0,2,0,0,0,1
0,216.03,34.0,0.0,252.39,0,1,1,1,0,0,2,2,1,3,2,2,1,2,2,3,2,1,1,0,1,2
1,1505.16,28.0,1.0,47.98,0,0,2,3,1,2,0,2,0,1,0,1,5,0,1,1,0,2,1,1,1,4
1,1578.24,38.0,1.0,66.81,0,1,4,1,2,0,1,4,0,4,1,0,1,2,2,1,1,0,1,0,2,0
1,1594.6,39.0,0.0,90.66,0,1,1,1,1,1,2,5,0,7,0,0,1,0,0,0,3,2,3,1,1,0
0,2.06,42.0,0.0,19.07,0,0,2,2,2,1,0,1,2,2,2,0,0,2,0,2,0,2,0,1,0,3
1,637.58,42.0,0.0,261.31,0,1,0,0,0,1,0,0,1,2,1,2,0,1,0,3,0,0,1,1,1,1
1,1755.18,59.0,1.0,16.34,0,1,1,2,0,0,3,4,1,2,3,0,0,5,2,1,2,3,3,0,0,1
1,1116.38,34.0,0.0,65.33,0,0,0,1,1,0,2,3,2,2,2,1,3,0,1,2,1,0,0,3,0,1
1,1821.71,51.0,1.0,2.8,0,1,2,1,0,0,1,5,2,3,2,0,2,0,1,0,2,3,0,1,2,4
0,18.4,36.0,0.0,79.37,0,0,1,2,1,1,3,2,1,3,1,2,1,2,1,3,1,4,3,0,1,1
0,84.98,47.0,1.0,86.86,1,1,2,0,2,1,1,0,0,0,1,1,0,0,1,1,3,0,0,1,4,4
1,970.76,27.0,1.0,20.41,0,2,1,0,0,0,1,0,2,2,0,1,4,2,3,4,0,2,1,0,0,1
1,1695.47,42.0,0.0,63.52,0,2,2,1,2,1,2,4,3,1,0,1,2,2,1,4,1,4,1,1,0,2
1,1105.54,22.0,1.0,18.34,0,1,1,1,0,2,1,4,1,2,0,1,5,1,1,1,1,1,0,0,1,1
1,1544.81,25.0,0.0,273.67,0,0,1,0,0,1,1,3,0,3,0,2,3,2,0,4,0,4,0,0,1,4
1,20695.41,43.0,1.0,38223.25,0,3,0,0,0,0,0,2,1,1,1,3,1,1,2,3,0,3,0,0,2,0
0,33.93,19.0,0.0,20.7,0,2,1,0,0,3,0,1,2,6,0,1,2,3,1,1,2,2,0,1,1,3
1,1434.7,26.0,1.0,185.14,0,0,0,0,2,1,2,2,0,2,3,0,2,1,2,2,1,3,2,3,0,1
0,89.36,44.0,1.0,7.84,0,0,1,0,1,0,2,3,1,3,2,1,0,1,1,8,1,1,1,0,3,2
1,1072.16,34.0,0.0,24.8,0,0,1,2,1,0,2,1,0,2,1,0,5,0,0,1,0,1,0,3,1,1
1,1639.22,46.0,2.0,2.88,0,0,1,2,1,4,1,2,1,4,2,2,3,0,0,3,0,4,2,2,0,3
1,1194.79,33.0,1.0,308.67,0,0,0,2,0,1,0,0,1,3,1,0,1,1,2,2,2,4,1,1,0,3
1,1506.14,33.0,2.0,1.49,0,1,0,1,0,1,0,2,2,4,2,3,2,3,3,1,0,2,1,1,0,2
1,1204.93,43.0,0.0,28.06,0,1,0,4,1,0,1,1,1,1,0,1,2,0,2,7,0,1,2,0,1,2
0,35.98,41.0,0.0,4.77,0,3,0,0,0,2,1,2,1,0,1,0,2,1,1,7,2,1,1,1,0,3
0,49.41,49.0,0.0,58.5,0,0,1,1,1,1,2,0,0,6,2,1,3,1,0,1,2,3,0,1,0,3
0,50.71,32.0,0.0,54.67,0,1,0,1,0,1,1,4,0,2,0,1,1,0,1,4,2,2,1,1,1,1
1,1381.31,60.0,1.0,15.96,0,0,0,0,1,1,0,4,2,3,3,1,4,1,0,0,0,2,0,3,2,1
0,172.25,43.0,1.0,296.85,0,1,3,0,0,0,0,3,1,1,0,0,1,0,1,2,2,5,1,0,3,3
1,1745.94,31.0,1.0,44.62,1,0,1,1,0,0,1,3,1,1,2,2,5,1,0,2,2,2,2,0,0,6
0,10.12,43.0,0.0,116.65,1,1,1,1,1,1,0,1,2,2,1,2,3,0,1,2,1,2,2,2,3,3
0,189.74,27.0,1.0,25.29,0,0,1,2,2,0,0,1,0,4,1,3,2,0,1,1,1,2,1,1,2,2
0,309.75,65.0,0.0,42.92,0,3,3,0,0,1,1,4,1,1,0,2,2,0,2,0,0,3,2,1,0,3
1,1229.36,37.0,0.0,1.24,0,1,0,2,0,0,1,4,0,2,1,1,0,0,1,2,0,1,0,3,1,5
0,462.04,32.0,0.0,289.7,0,1,0,1,1,1,0,1,1,0,0,1,1,2,1,2,3,2,0,0,0,2
0,27.55,33.0,0.0,39.97,0,0,2,2,2,0,1,4,2,3,2,2,1,1,1,6,1,3,0,0,0,3
0,28.58,38.0,0.0,34.84,0,5,2,3,0,2,4,1,2,5,2,2,2,2,1,1,1,1,0,0,1,2
1,1567.96,27.0,0.0,6.86,0,2,2,0,0,1,1,5,0,4,1,2,0,1,3,2,1,3,2,1,1,2
0,71.01,32.0,1.0,57.56,0,0,1,3,0,4,0,7,0,4,1,3,2,1,2,2,2,2,3,0,1,4
0,152.71,24.0,0.0,86.81,0,3,1,1,1,1,0,1,2,2,1,1,1,0,1,2,0,3,2,2,1,5
1,1780.03,42.0,0.0,62.13,0,2,0,0,1,2,2,2,1,5,1,2,1,0,0,0,1,4,0,1,3,5
0,51.92,27.0,3.0,21.9,0,2,2,0,1,2,0,0,1,4,0,0,2,2,2,3,2,2,1,1,1,1
0,17.0,28.0,0.0,0.92,1,0,2,1,3,0,1,4,0,5,0,1,0,1,1,0,0,2,1,0,3,3
0,65.54,63.0,0.0,50.16,0,2,0,0,1,1,1,1,1,1,2,0,1,1,1,1,0,3,0,0,1,2
0,1.2,29.0,1.0,158.67,0,0,0,0,1,2,2,0,1,1,1,1,5,1,2,1,0,2,0,2,1,1
0,142.96,27.0,0.0,44.31,0,2,1,0,0,2,1,1,0,4,0,0,1,0,3,1,1,0,1,3,2,3
1,1141.32,36.0,1.0,267.44,0,1,3,0,1,0,0,2,1,2,1,0,1,0,1,4,1,4,0,0,1,0
1,1002.59,40.0,0.0,16.35,0,1,1,1,1,0,0,2,2,1,0,0,3,0,2,0,1,0,0,1,0,1
1,1348.5,40.0,0.0,23.39,0,0,1,3,0,3,4,4,0,2,1,0,3,1,1,1,1,2,0,0,1,1
0,201.26,41.0,2.0,38.83,0,0,0,2,1,0,2,0,2,3,0,0,1,1,1,2,2,0,0,0,2,4
1,1530.43,34.0,1.0,3.36,0,3,1,1,1,0,3,4,1,4,1,1,0,0,2,2,0,2,1,2,0,3
0,22.18,22.0,1.0,4.43,0,0,1,0,3,2,1,3,1,6,1,1,0,1,0,2,1,0,0,1,0,2
1,1420.73,24.0,0.0,23.17,0,2,0,3,1,3,0,2,2,3,1,1,2,0,0,1,2,2,2,2,1,1
0,9.67,56.0,0.0,21.76,0,0,1,1,1,0,0,4,1,2,1,0,4,0,1,0,2,0,1,2,0,2
1,1563.67,67.0,1.0,97.72,0,2,2,2,0,0,1,3,1,7,2,1,0,0,0,2,1,4,1,1,2,1
1,1548.88,34.0,1.0,90.42,0,0,1,1,2,1,1,2,2,4,0,2,2,1,2,2,1,3,0,0,1,3
0,28.08,25.0,0.0,9.0,0,1,0,2,1,0,1,0,0,1,3,2,0,1,1,2,0,2,0,2,1,4
1,1323.48,56.0,0.0,5.6,0,1,1,1,3,1,0,3,0,2,1,3,1,1,2,1,1,1,1,2,2,1
1,1115.9,34.0,0.0,1.87,0,0,1,1,0,3,1,2,0,2,2,0,0,1,4,1,0,1,0,0,2,2
1,1751.18,33.0,0.0,345.62,1,1,2,2,2,1,0,2,2,1,1,2,1,1,2,1,1,2,3,0,0,3
1,1742.16,41.0,0.0,3.44,0,2,0,1,3,0,0,4,1,3,1,1,2,2,0,2,1,0,3,1,2,3
1,1214.43,30.0,0.0,102.65,0,3,1,2,0,1,2,3,0,3,1,1,0,1,1,0,1,2,1,1,0,2
1,1279.51,43.0,0.0,61.48,0,3,2,0,0,0,2,1,0,2,3,1,2,0,0,2,3,3,0,0,1,1
1,1325.74,59.0,1.0,71.22,0,1,0,2,3,2,0,3,0,2,0,0,3,0,1,2,0,3,1,0,1,4
1,1169.39,46.0,0.0,37.99,0,1,1,2,3,0,1,1,0,1,1,1,3,1,2,2,0,3,0,1,0,2
0,34.96,44.0,2.0,76.53,0,2,0,0,2,1,0,1,2,6,0,0,1,1,2,2,0,4,0,2,0,3
1,1305.8,43.0,0.0,221.8,0,1,1,1,0,1,0,1,2,6,1,1,2,0,0,0,1,4,2,1,0,1
0,952.39,58.0,2.0,420.0,0,3,0,0,2,2,0,1,0,3,1,0,1,0,1,2,0,2,2,0,2,0
1,947.37,41.0,1.0,412.85,0,0,0,1,0,2,0,1,1,0,0,1,3,0,3,1,1,1,0,0,1,1
1,1740.33,24.0,0.0,12.85,0,1,0,1,2,0,0,0,2,1,0,0,1,3,0,2,6,1,2,1,1,4
0,7.24,22.0,0.0,73.53,0,2,2,1,1,0,0,5,1,1,3,2,2,4,2,0,2,1,0,2,1,3
1,1284.18,35.0,2.0,28.51,0,0,1,1,1,1,0,2,1,4,1,0,3,0,1,2,2,2,0,2,0,3
1,984.61,40.0,0.0,56.86,0,0,1,0,1,1,0,0,3,0,1,2,2,1,0,3,2,1,0,1,0,2
1,974.01,55.0,0.0,83.22,0,2,2,0,0,2,2,2,1,2,0,0,4,0,1,1,0,1,0,0,0,2
0,79.84,58.0,0.0,291.67,0,2,0,0,1,1,1,2,2,5,1,1,3,2,0,3,0,3,0,2,3,1
1,1934.56,43.0,0.0,80.88,0,0,0,2,2,3,2,3,1,5,3,1,2,0,0,1,1,5,3,0,1,2
0,12.82,39.0,0.0,96.04,0,1,0,1,3,1,1,1,0,0,2,0,0,0,0,0,3,3,0,1,0,5
0,32.08,53.0,0.0,80.98,0,0,1,0,1,1,1,5,1,2,0,1,1,0,2,2,2,3,0,0,1,3
0,37.83,45.0,1.0,98.25,0,1,2,2,1,1,0,1,1,1,2,3,4,2,4,2,0,4,0,0,1,4
1,2099.73,36.0,1.0,109.51,0,1,1,1,0,1,0,2,1,0,4,3,4,3,1,2,0,1,1,2,1,4
1,1311.35,24.0,0.0,20.08,0,2,0,1,1,0,0,0,1,1,1,2,2,3,0,0,3,2,2,0,1,2
0,139.92,31.0,0.0,70.03,0,1,1,0,1,2,1,4,1,5,0,2,1,0,0,4,1,5,1,1,1,1
1,1212.93,54.0,0.0,140.14,0,3,0,2,1,3,2,1,0,5,0,0,1,0,0,0,0,1,0,0,2,3
1,1342.52,25.0,1.0,27.01,0,1,0,0,3,3,0,2,2,0,3,2,3,0,0,1,3,3,1,1,0,1
1,1369.86,27.0,0.0,30.76,0,1,1,1,0,1,2,1,0,6,1,0,4,2,0,0,0,3,2,0,1,1
1,1516.67,32.0,0.0,76.07,0,1,2,1,0,0,1,0,3,5,1,0,5,0,0,0,1,1,2,1,1,2
1,1195.68,34.0,1.0,134.2,1,0,1,0,0,0,1,1,1,4,4,1,2,0,3,1,2,2,1,0,0,0
0,35.5,42.0,0.0,68.19,0,0,0,1,0,1,3,3,1,2,2,1,1,0,3,0,0,1,1,0,0,4
0,36.6,68.0,0.0,127.38,0,2,1,2,1,1,3,2,1,2,2,3,3,1,1,3,1,0,3,0,1,4
0,22.69,43.0,1.0,11.11,0,1,0,1,0,1,1,2,1,3,2,1,1,1,0,2,0,1,2,2,2,2
0,103.6,20.0,0.0,173.33,1,0,0,0,2,0,0,3,0,2,1,0,2,0,2,0,0,1,0,0,3,0
0,78.29,24.0,2.0,18.14,0,3,1,2,0,1,1,4,0,6,0,1,2,2,0,3,1,3,0,1,1,1
1,1399.31,22.0,0.0,79.16,0,0,0,0,2,0,2,1,1,2,1,0,2,2,1,2,0,3,1,2,3,2
1,1363.49,23.0,0.0,25.64,0,0,1,2,1,1,2,3,2,2,0,1,5,0,0,2,1,3,0,2,0,2
0,54.64,43.0,1.0,106.02,0,0,0,2,0,1,0,1,0,1,1,2,5,3,1,0,0,4,1,0,0,3
0,66.75,53.0,0.0,25.76,0,2,1,1,0,2,0,0,1,3,0,0,0,1,0,2,0,3,2,0,2,0
0,0.47,42.0,0.0,83.26,0,3,1,2,1,0,1,0,0,2,1,0,3,1,1,1,3,4,2,1,2,0
0,37.46,51.0,1.0,96.23,0,0,0,3,3,1,2,1,2,5,0,4,0,0,0,4,2,1,0,0,2,2
1,1286.81,39.0,0.0,52.72,0,0,1,2,1,1,1,0,0,3,1,0,3,2,2,3,1,2,0,1,1,2
0,23.69,37.0,0.0,95.31,0,1,1,0,0,1,2,1,1,4,2,2,2,1,4,3,1,1,1,0,2,3
0,89.61,24.0,1.0,109.43,0,3,0,1,2,1,0,2,0,2,1,2,3,0,0,3,3,2,2,1,2,2
1,1894.23,42.0,0.0,249.42,0,2,4,0,2,1,0,1,0,3,2,0,3,2,1,0,1,3,1,2,2,4
0,6.66,26.0,0.0,166.76,0,1,0,1,2,1,2,6,1,4,0,0,2,1,2,1,0,2,1,1,1,3
0,44.95,38.0,1.0,24.99,0,1,1,0,2,2,1,3,2,4,0,0,1,1,0,0,0,2,1,2,1,3
1,779.88,36.0,1.0,178.27,0,2,0,0,2,1,1,1,0,0,0,1,3,3,0,4,0,3,1,1,0,0
0,190.77,51.0,1.0,110.6,1,1,0,2,0,0,1,2,0,1,2,1,2,1,1,4,2,1,2,1,1,2
0,49.2,31.0,0.0,18.44,0,1,2,0,1,1,0,3,1,3,3,2,1,2,0,1,3,1,1,1,1,0
0,116.5,46.0,1.0,130.67,0,0,2,1,1,2,0,3,1,2,1,1,0,0,1,2,1,1,2,2,2,4
1,1768.29,70.0,0.0,72.35,0,2,1,1,1,0,0,1,0,4,1,1,1,1,2,5,3,3,4,1,2,3
0,22.67,42.0,0.0,1.23,0,1,4,0,0,1,0,2,0,2,3,3,2,2,1,2,0,3,1,0,2,2
1,1194.05,28.0,1.0,27.36,0,2,0,2,1,0,1,3,2,2,0,0,1,0,1,2,0,1,3,0,1,2
0,126.92,46.0,0.0,224.77,0,2,0,1,0,2,1,3,1,2,0,3,2,0,0,0,1,2,2,1,0,1
0,148.65,51.0,0.0,71.91,0,0,0,0,0,2,3,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0
1,1201.84,64.0,0.0,10.68,0,0,0,0,0,1,1,0,1,4,3,1,1,2,0,1,4,0,2,0,1,0
1,1018.25,25.0,0.0,85.09,0,1,0,1,0,2,3,3,1,2,0,0,2,0,2,3,0,2,0,2,0,2
1,1456.5,48.0,0.0,32.91,0,0,2,0,0,2,1,3,3,6,0,1,1,1,0,1,3,1,0,0,0,2
0,267.87,64.0,0.0,152.01,0,1,3,1,2,1,0,0,0,0,1,2,3,0,0,2,0,1,1,1,0,0
1,1186.1,42.0,2.0,94.76,0,1,1,2,2,0,1,2,0,1,1,1,2,2,2,4,1,1,2,1,0,1
0,76.61,47.0,0.0,41.04,0,0,1,2,0,0,2,1,0,2,0,1,2,1,1,0,1,0,1,3,3,2
0,86.76,34.0,0.0,69.99,0,2,0,4,0,0,1,1,1,7,0,1,0,0,1,3,0,1,0,2,1,2
0,0.21,20.0,0.0,51.47,0,0,1,3,1,0,0,0,1,2,1,1,2,0,3,2,0,2,1,0,4,5
0,8.02,48.0,0.0,2.01,0,1,1,1,3,0,0,0,1,2,2,0,2,5,0,2,0,2,1,1,0,0
0,22.93,72.0,2.0,66.86,0,1,0,2,1,0,2,5,0,1,2,0,0,0,1,4,1,0,1,0,0,4
0,4.22,27.0,0.0,70.26,1,0,0,0,1,2,0,1,1,3,2,2,0,1,0,0,0,2,0,0,0,1
1,1271.51,27.0,0.0,53.08,0,0,0,2,0,0,2,1,0,0,2,1,1,1,2,3,0,1,0,2,1,6
0,1.67,29.0,0.0,1.35,0,2,0,0,0,2,1,1,4,2,0,1,1,1,0,0,0,3,0,2,1,3
1,771.36,38.0,2.0,19.11,0,2,0,0,1,0,2,1,0,4,0,1,5,0,0,2,0,1,1,2,0,0
1,1210.61,21.0,0.0,43.23,0,0,4,1,0,1,0,3,0,1,0,2,3,1,0,1,0,3,1,0,2,1
1,1684.27,46.0,1.0,251.22,0,2,0,2,1,0,0,1,2,5,4,0,6,0,1,0,0,1,1,0,0,1
0,34.88,42.0,0.0,37.01,0,1,1,2,1,1,1,4,2,2,1,0,2,3,2,1,1,3,0,2,0,2
1,2136.86,33.0,1.0,683.13,0,0,2,3,0,1,0,3,2,5,1,1,2,1,1,1,4,5,0,0,1,1
0,56.91,21.0,0.0,32.03,0,1,3,1,1,0,0,5,1,5,1,1,1,2,1,3,1,3,2,0,0,0
1,1573.02,31.0,0.0,156.95,1,0,0,1,1,2,1,0,1,5,4,0,1,1,1,2,0,1,3,0,0,3
0,124.72,52.0,0.0,199.23,0,0,0,1,1,1,4,0,0,3,2,1,2,1,0,1,2,2,1,1,1,2
0,13.22,27.0,0.0,80.78,0,0,2,0,2,0,1,2,1,4,1,2,3,1,2,2,3,5,1,3,0,0
0,29.45,56.0,1.0,32.0,0,1,0,1,1,0,0,3,0,4,1,2,1,2,1,1,0,1,1,0,1,0
1,1560.64,30.0,0.0,119.58,0,2,3,1,0,0,0,1,1,4,2,2,3,2,2,1,2,3,1,2,0,1
0,45.33,28.0,0.0,23.81,0,1,1,0,1,1,2,3,1,5,0,1,2,2,0,0,2,1,1,0,1,0
1,1202.82,38.0,0.0,186.11,0,1,0,1,0,1,1,0,2,3,1,1,3,1,2,3,1,1,0,3,1,2
0,30.37,28.0,0.0,15.3,0,4,1,0,3,1,2,2,0,5,1,3,4,1,0,2,2,2,0,2,0,1
1,1157.42,37.0,1.0,43.06,0,2,0,1,4,0,0,1,2,4,1,2,2,0,0,1,0,0,0,2,0,1
1,1461.11,26.0,0.0,86.68,0,0,2,3,1,1,0,3,0,4,1,2,0,1,2,1,1,3,1,1,0,2
0,86.36,48.0,0.0,280.72,0,1,2,0,1,3,2,3,1,4,0,4,1,1,2,2,2,3,0,1,3,1
1,1788.18,30.0,0.0,164.45,0,1,1,2,1,2,3,4,1,6,0,1,2,0,0,4,1,1,0,1,4,1
1,1201.39,23.0,0.0,52.68,0,0,0,0,2,1,3,1,1,4,2,0,0,2,0,1,0,3,0,2,1,0
0,51.38,34.0,2.0,9.75,0,0,2,2,0,0,1,4,3,1,1,0,3,0,0,2,0,1,1,1,1,3
1,1218.17,19.0,0.0,67.73,0,1,0,0,2,3,0,2,1,2,0,0,1,0,0,2,0,2,2,3,1,3
0,68.8,28.0,0.0,297.04,0,1,2,0,0,0,2,1,0,5,1,3,3,0,0,1,0,2,1,2,0,2
1,1162.83,55.0,0.0,77.66,0,0,0,0,2,0,1,1,0,3,1,1,4,0,1,2,0,1,0,1,2,3
0,139.1,63.0,0.0,416.45,0,0,1,1,1,2,2,3,3,2,2,0,1,2,0,1,2,3,1,1,2,1
0,70.71,28.0,0.0,264.31,0,1,0,3,2,1,1,3,0,2,2,3,1,3,2,0,2,3,0,2,2,4
0,9582.26,34.0,0.0,29280.52,0,0,3,0,1,1,0,3,0,3,2,1,1,1,0,1,0,0,0,0,0,1
0,32.28,25.0,0.0,2.43,0,1,0,1,2,1,1,2,2,1,2,2,3,0,0,3,1,3,1,2,2,2
